title,isbn,pageCount,publishedDate,thumbnailUrl,shortDescription,longDescription,status,authors,categories
Spring In Action,1932394354,472.0,2005-02-01 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls2.jpg,"Spring in Action introduces you to the ideas behind Spring and then quickly launches into a hands-on exploration of the framework. Combining short code snippets and an ongoing example developed throughout the book, it shows you how to build simple and efficient J2EE applications. You will see how to solve persistence problems using the leading open-source tools, and also how to integrate your application with the most popular web frameworks. You will learn how to use Spring to manage the bulk of your infrastructure code so you can focus on what really matters     your critical business needs.","Spring is a fresh breeze blowing over the Java landscape. Based on a design principle called Inversion of Control, Spring is a powerful but lightweight J2EE framework that does not require the use of EJBs. Spring greatly reduces the complexity of using interfaces, and speeds and simplifies your application development. You get the power and robust features of EJB and get to keep the simplicity of the non-enterprise JavaBean.    Spring in Action introduces you to the ideas behind Spring and then quickly launches into a hands-on exploration of the framework. Combining short code snippets and an ongoing example developed throughout the book, it shows you how to build simple and efficient J2EE applications. You will see how to solve persistence problems using the leading open-source tools, and also how to integrate your application with the most popular web frameworks. You will learn how to use Spring to manage the bulk of your infrastructure code so you can focus on what really matters     your critical business needs.",PUBLISH,"craig walls, ryan breidenbach",java
"Spring In Action, Second Edition",1933988134,768.0,2007-08-01 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls3.jpg,No description available,"Spring is a fresh breeze blowing over the Java landscape. Based on the principles of dependency injection, interface-oriented design, and aspect-oriented programming, Spring combines enterprise application power with the simplicity of plain-old Java objects (POJOs).    In this second edition, Spring in Action has been completely updated to cover the exciting new features of Spring 2.0. The book begins by introducing you to the core concepts of Spring and then quickly launches into a hands-on exploration of the framework. Combining short code snippets and an ongoing example developed throughout the book, it shows you how to build simple and efficient J2EE applications. You will see how to solve persistence problems, handle asynchronous messaging, create and consume remote services, build web applications, and integrate with most popular web frameworks. You will learn how to use Spring to write simpler, easier to maintain code so that you can focus on what really matters--your critical business needs.",PUBLISH,craig walls with ryan breidenbach,java
"Spring In Action, Third Edition",1935182358,424.0,2011-06-21 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls4.jpg,"Spring in Action, Third Edition has been completely revised to reflect the latest features, tools, practices Spring offers to java developers. It begins by introducing the core concepts of Spring and then quickly launches into a hands-on exploration of the framework. Combining short code snippets and an ongoing example developed throughout the book, it shows you how to build simple and efficient J2EE applications.","A few years back, Spring arrived as is a fresh breeze blowing over the Java landscape. Based on the principles of dependency injection, interface-oriented design, and aspect-oriented programming, Spring combines enterprise application power with the simplicity of plain-old Java objects (POJOs). Now, Spring has grown into a full suite of technologies, including dedicated projects for integration, OSGI-based development, and more.    Spring in Action, Third Edition has been completely revised to reflect the latest features, tools, practices Spring offers to java developers. It begins by introducing the core concepts of Spring and then quickly launches into a hands-on exploration of the framework. Combining short code snippets and an ongoing example developed throughout the book, it shows you how to build simple and efficient J2EE applications.    Inside, you'll see how to:    Solve persistence problems  Handle asynchronous messaging  Create and consume remote services  Build web applications  Integrate with most popular web frameworks  In short, you'll learn how to use Spring to write simpler, easier to maintain code so that you can focus on what really matters   your critical business needs.    The revised Third Edition explores the core Spring Framework issues, as well as the latest updates to other Spring portfolio projects such as Spring WebFlow and Spring Security. The result is a book that's both broader and deeper than previous editions. You'll learn the full range of new features available with Spring 3, including:    More annotation-oriented options to reduce the amount of XML configuration  Full-featured support for REST  A new Spring Expression Language (SpEL) that makes short work of wiring complex values.  Examples that illustrate the current best practices developed in the Spring community.  This book assumes that you know your way around Java, but no previous experience with Spring is required.",PUBLISH,craig walls,java
Spring In Practice,1935182056,600.0,2013-05-09 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wheeler.jpg,"Spring in Practice diverges from other cookbooks because it presents the background you need to understand the domain in which a solution applies before it offers the specific steps to solve the problem. You're never left with the feeling that you understand the answer, but find the question irrelevant. You can put the book to immediate use even if you don't have deep knowledge of every part of Spring Framework.","""For enterprise Java developers, Spring Framework provides remarkable improvements in developer productivity, runtime performance, and overall application quality. Its unique blend of a complete, lightweight container that allows you to build a complex application from loosely-coupled POJOs and a set of easily understood abstractions that simplify construction, testing, and deployment make Spring both powerful and easy-to-use   a hard-to-beat combination. With this power comes the potential for a wide range of uses in both common and not-so-common scenarios. That's where Spring in Practice comes in.    Unlike the many books that teach you what Spring is, Spring in Practice shows you how to tackle the challenges you face when you build Spring-based applications. The book empowers software developers to solve concrete business problems """"the Spring way"""" by mapping application-level issues to Spring-centric solutions.    Spring in Practice diverges from other cookbooks because it presents the background you need to understand the domain in which a solution applies before it offers the specific steps to solve the problem. You're never left with the feeling that you understand the answer",desconocido,you'll get a rapid overview of spring framework enough to get you started if you're new and a great refresher for readers who already have a few spring cycles. part 2 provides techniques that are likely to be useful no matter what type of application you're building. you'll find discussions of topics like user accounts,security
Java 2 Micro Edition,1930110332,504.0,2002-03-01 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/white.jpg,No description available,"Java2, Micro Edition (J2ME) is a technology defined by many specifications. These specifications help J2ME address the diverse needs of this wide spectrum of consumer products. This guide describes the architecture of J2ME and demonstrates the various specifications for programming Java applications.    Through the use of a tutorial application and various programming examples, the common elements of most applications, namely user interface, event handling, data storage, networking, and input/output are examined. Also covered are design considerations when building software for resource-constrained devices as well as J2ME competition and associated technologies in these devices.    Tutorial and API example application source code downloads will be available from this site.",PUBLISH,"james p. white, david a. hemphill","java, internet"
Sharepoint 2010 Workflows In Action,1935182714,360.0,2011-02-07 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wicklund.jpg,"SharePoint 2010 Workflows in Action is a hands-on guide for workflow application development in SharePoint. Power users are introduced to the simplicity of building and integrating workflows using SharePoint Designer, Visio, InfoPath, and Office. Developers will learn to build custom processes and use external data sources. They will learn about state machine workflows, ASP.NET forms, event handlers, and much more. This book requires no previous experience with workflow app development. ","You can use SharePoint 2010 workflows to transform a set of business processes into working SharePoint applications. For that task, a power user gets prepackaged workflows, wizards, and design tools, and a programmer benefits from Visual Studio to handle advanced workflow requirements.    SharePoint 2010 Workflows in Action is a hands-on guide for workflow application development in SharePoint. Power users are introduced to the simplicity of building and integrating workflows using SharePoint Designer, Visio, InfoPath, and Office. Developers will learn to build custom processes and use external data sources. They will learn about state machine workflows, ASP.NET forms, event handlers, and much more. This book requires no previous experience with workflow app development. ",PUBLISH,phil wicklund,microsoft .net
Sharepoint 2010 Web Parts In Action,1935182773,448.0,2011-04-24 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wilen.jpg,"SharePoint 2010 Web Parts in Action is a comprehensive guide to deploying, customizing, and creating Web Parts. Countless examples walk you through everything from design, to development, deployment, troubleshooting, and upgrading. Because Web Parts are ASP.NET controls, you'll learn to use Visual Studio 2010 to extend existing Web Parts and to build custom components from scratch. ","If you look at a SharePoint application you'll find that most of its active components are Web Parts. SharePoint 2010 includes dozens of prebuilt Web Parts that you can use. It also provides an API that lets you build custom Web Parts using C# or VB.NET.    SharePoint 2010 Web Parts in Action is a comprehensive guide to deploying, customizing, and creating Web Parts. Countless examples walk you through everything from design, to development, deployment, troubleshooting, and upgrading. Because Web Parts are ASP.NET controls, you'll learn to use Visual Studio 2010 to extend existing Web Parts and to build custom components from scratch. ",PUBLISH,wictor wilén,microsoft .net
C++ Concurrency In Action,1933988770,325.0,2012-02-24 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/williams.jpg,C++ Concurrency in Action is the first book to show you how to take advantage of the new C++ Standard and TR2 to write robust multi-threaded applications in C++.,"It seems like we're all being asked to multi-task more than ever   and our computers are no exception to this trend. Multiple processors with multiple cores running multiple threads is quickly becoming the norm. C++ developers will have to master the principles, techniques, and new language features supporting concurrency to stay ahead of the curve.    With the new C++ Standard and Technical Report 2 (TR2), multi-threading is coming to C++ in a big way. There is a new memory model with support for multiple threads, along with a new multi-threading support library featuring low-level atomic operations, as well as basic thread launching and synchronization facilities. TR2 will provide higher-level synchronization facilities that allow for a much greater level of abstraction, and make programming multi-threaded applications simpler and safer.    C++ Concurrency in Action is the first book to show you how to take advantage of the new C++ Standard and TR2 to write robust multi-threaded applications in C++.    As a guide and reference to the new concurrency features in the upcoming C++ Standard and TR, this book is invaluable for existing programmers familiar with writing multi-threaded code in C++ using platform-specific APIs, or in other languages, as well as C++ programmers who have never written multi-threaded code before.    If you're a programmer accustomed to writing single-threaded applications, C++ Concurrency in Action will show you how to write your new parallel algorithm in C++. You'll learn to avoid many of the pitfalls associated with writing multi-threaded applications. You can also use this book to quickly transfer your platform-specific knowledge to the new Standard C++ threading library, enabling you to use a single API on both systems and simplify your code.",PUBLISH,anthony williams,microsoft .net
Java Servlets By Example,188477766X,550.0,2002-12-01 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/williamson.jpg,No description available,"Although CGI scripts provide 80% of today's server side processing, they are slow, inefficient, and memory-hungry. A new species is evolving to take their place, one which is lean, fast, portable, and easy to maintain: Java servlets.    Servlets are not merely an alternative to CGI, for they can do much more. Servlets have opened the door to a world of client/server applications that would have been too difficult or too time-consuming to consider before.    Java Servlets: By Example takes the reader into the world of servlets, moving example by example from the simple to the complex. An early chapter explains the simple HTML form processing through servlets. A later chapter shows how to connect a Java applet to a servlet, which is itself connected to a database.    Java Servlets: By Example is full of real-world, ready-to-run example code. Each chapter deals with a new problem and takes the reader through a series of servlet-based solutions. However, the book is detailed enough that it may also serve as a reference for the developer.",PUBLISH,alan r. williamson,"java, internet"
Xml Programming With Vb And Asp,1884777872,320.0,1999-12-01 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wilson.jpg,No description available,"Here's a book that shows you when and how to use XML from both a programming and business perspective. Laden with source code, XML Programming with VB and ASP helps you build solutions that are flexible, future-proof, and self-describing. It will help you apply XML concepts between the client and the server and the server and data objects or data services.    Finally, you have everything a VB and ASP developer needs to keep up with the explosive growth of XML.",PUBLISH,"mark wilson, tracey wilson","xml, internet"
Oracle8I Database Administration,1884777783,543.0,1999-11-01 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/yuhanna.jpg,No description available,"Databases are growing larger, and the use of distributed databases is on the rise. Oracle8i Database Administration addresses some of the most common yet complex issues that are faced by DBAs around the world.    Oracle has the largest market share in Database Management software and is the world's second largest software company. This book is designed for for Oracle Database administrators and others who are involved in planning, programming, administration, and implementation of Oracle8 Databases.    Although this book targets intermediate and advanced database administrators, it can also be an invaluable resource to entry-level DBAs, designers and developers, project managers, system administrators, data warehousing professionals or anyone interested in Oracle.    Oracle8i Database Administration uses a Q&A approach that provides in-depth technical solutions. The questions in this book have been compiled from many sources including Oracle forums, the Internet, and the author's personal experiences. The book also examines features that are new in Oracle8.",PUBLISH,noel yuhanna,"client-server, networking"
The Engaging Web,9781935182078,325.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/zichermann.jpg,"The Engaging Web: How Fun and Games Improve Your Site shows web developers how to incorporate games into websites. This book will help you decode the possibilities and provide a series of proven and tangible strategies that any web developer, producer, or product manager can use to implement games in their website. Whether you're looking to make games the centerpiece of your site, an added-value feature, or you just want to engage and excite your users, The Engaging Web will help you develop a strategy that harnesses the power of games.","""Games are the fastest-growing and stickiest form of entertainment. For a website, games offer powerful potential to acquire new users, build engagement, and enhance revenue. Implementing games in a website can be complicated, though. There are hundreds of technical and process options to choose from, and the landscape is constantly shifting.    The Engaging Web: How Fun and Games Improve Your Site shows web developers how to incorporate games into websites. This book will help you decode the possibilities and provide a series of proven and tangible strategies that any web developer, producer, or product manager can use to implement games in their website. Whether you're looking to make games the centerpiece of your site, an added-value feature, or you just want to engage and excite your users, The Engaging Web will help you develop a strategy that harnesses the power of games.    Through this book, you will take away an in-depth understanding of the current state of the art in game and web planning and integration methodologies. It begins by presenting an understanding of basic """"funware"""" principles - or how non-designers can use games to further business objectives. Powerful funware designs like frequent flyer programs",desconocido,and leaderboard/ladders will be deconstructed and componentized so that you can leverage their strengths for your specific site and business objectives. you'll then investigate the three basic recipes for melding games with the web,and look at specific examples of integration approaches that have been successfully deployed across various industries. finally
Enterprise Osgi In Action,1617290130,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cummins.jpg,No description available,No description available,PUBLISH,"holly cummins, timothy ward",desconocido
"Ext Js In Action, Second Edition",1617290327,0.0,2014-02-04 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/garcia3.jpg,No description available,No description available,PUBLISH,"jesus garcia, grgur grisogono, , jacob k. andresen",desconocido
"Android In Action, Third Edition",1617290505,0.0,2011-11-15 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ableson3.jpg,No description available,No description available,PUBLISH,"w. frank ableson, robi sen, chris king, c. enrique ortiz",desconocido
Arduino In Action,1617290246,300.0,2013-05-30 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mevans.jpg,"Arduino in Action is a hands-on guide to prototyping and building electronics using the Arduino platform. Suitable for beginners and advanced users, this easy to follow book begins with the basics and systematically guides you through projects ranging from your first blinking LED through connecting Arduino to devices like game controllers or your iPhone.","Whether you want to build an autonomous robot, automate your home electronics, or just automatically tweet when the bread is ready, you can do it with Arduino. Arduino is an inexpensive, easy-to-use, open source hardware and software platform. It supports a mind-boggling array of sensors and components that you can use to build nearly anything you can imagine.",desconocido,desconocido,desconocido
 connecting it to a PC, and using the programming environment to make something happen. You'll follow progressively more complex examples as you connect your Arduino to motors,,desconocido, GPS, and Bluetooth. You'll explore a variety of input output sensors, including ultrasound,desconocido,and light,"along with how to use them for tasks like robotic obstacle avoidance."""
Node.Js In Action,1617290572,300.0,2013-10-15 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cantelon.jpg,"Node.js in Action is an example-driven tutorial that starts at square one and guides you through all the features, techniques, and concepts you'll need to build production-quality Node applications. You'll start by learning how to set up your Node development environment, including loading the community-created extensions. Next, you'll run several simple demonstration programs where you'll learn the basics of a few common types of Node applications. Then you'll dive into asynchronous programming, a model Node leverages to lessen application bottlenecks.","JavaScript on the server? Yep. Node.js is an elegant server-side JavaScript development environment perfect for scalable, high-performance web applications. With Node you access HTTP and TCP/IP functionality through a minimalist server-side Javascript interface. It supports an asynchronous programming model that enables the web server to more easily do more than one thing at a time, a key requirement for real-time applications such as chat, online games, and live statistics. And since it's JavaScript, you'll use the same language throughout your entire application.",desconocido,desconocido,desconocido
 techniques, and concepts you'll need to build production-quality Node applications. You'll start by learning how to set up your Node development environment,,desconocido, a model Node leverages to lessen application bottlenecks.,0,0,desconocido,desconocido,desconocido
 you're ready to start building serious web applications using Node's HTTP API. You'll explore data storage, application deployment,,desconocido, you'll learn to interact with the filesystem and to create non-HTTP applications, such as TCP/IP servers and command-line tools.,0,desconocido,desconocido,desconocido
Third-Party Javascript,1617290548,0.0,2013-03-11 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/vinegar.jpg,No description available,No description available,PUBLISH,"ben vinegar, anton kovalyov",desconocido
Multimedia Computing,020152029X,0.0,1993-09-01 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,matthew e. hodges,desconocido
Web Development With Javaserver Pages,1884777996,0.0,2000-05-15 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,"duane k. fields, mark a. kolb",desconocido
Up To Speed With Swing,1884777643,0.0,1998-05-01 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,steven j. gutz,desconocido
Manager'S Guide To Open Source,193239429X,0.0,2004-10-01 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,maria winslow,desconocido
Programming Web Services With Java,1930110421,0.0,2002-10-01 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,ajamu a. wesley,desconocido
Tcp/Ip Programming For Os/2,132612496,0.0,1996-04-23 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,steven j. gutz,desconocido
"Implementing Sap R/3, Second Edition",013889213X,0.0,1997-09-01 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,desconocido,desconocido
Implementing Sap R/3,1884777228,0.0,1996-06-01 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,desconocido,desconocido
Using C-Kermit: Communication Software,1884777147,0.0,desconocido,No thumbnail available,No description available,No description available,PUBLISH,desconocido,desconocido
Scwcd Exam Study Kit,1930110596,0.0,2002-07-01 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,"hanumant deshmukh, jignesh malavia",desconocido
Unit Testing In C++,1617290386,0.0,desconocido,No thumbnail available,No description available,No description available,PUBLISH,"bruce trask, angel roman",desconocido
Big Data,1617290343,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/marz.jpg,No description available,No description available,MEAP,"nathan marz, james warren",desconocido
Coffeescript In Action,1617290629,0.0,2014-05-09 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lee.jpg,No description available,No description available,PUBLISH,patrick lee,desconocido
"Sql Server Mvp Deep Dives, Volume 2",1617290475,750.0,2011-10-13 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/delaney.jpg,No description available,No description available,PUBLISH,"kalen delaney, louis davidson, greg low, brad mcgehee, paul nielsen, paul randal, , kimberly tripp",desconocido
Html5 In Action,1617290491,375.0,2014-02-10 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/crowther2.jpg,"HTML5 In Action provides a complete introduction to web development using HTML5. You'll explore every aspect of the HTML5 specification through real-world examples and code samples. It's much more than just a specification reference, though. It lives up to the name HTML5 in Action by giving you the practical, hands-on guidance you'll need to use key features.","The Web is buzzing about HTML5. What is it? Which browsers support what features? When the specification will be complete? HTML5, along with supporting technologies like CSS3, SVG, and JavaScript, gives web developers powerful new features like local storage, better audio and video support, and standards-driven mobile application development. And it's ready to use now, with browser support from Microsoft, Google, Apple, Mozilla, and Opera.",desconocido,desconocido,desconocido
"Java Persistence With Hibernate, Second Edition",1617290459,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bauer3.jpg,No description available,No description available,MEAP,"christian bauer, gavin king, , gary gregory",desconocido
Hadoop In Practice,1617290238,0.0,2012-10-02 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/holmes.jpg,No description available,No description available,PUBLISH,alex holmes,desconocido
Hbase In Action,1617290521,0.0,2012-11-02 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dimidukkhurana.jpg,No description available,No description available,PUBLISH,"nicholas dimiduk, amandeep khurana",desconocido
Flex Mobile In Action,1617290610,0.0,2012-05-30 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/campos.jpg,No description available,No description available,PUBLISH,jonathan campos,desconocido
Html5 For .Net Developers,1617290432,0.0,2012-11-30 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jackson.jpg,No description available,No description available,PUBLISH,"jim jackson, ii, ian gilman",desconocido
50 Android Hacks,1617290564,0.0,2013-06-03 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sessa.jpg,No description available,No description available,PUBLISH,carlos m. sessa,desconocido
Powershell In Depth,1617290556,0.0,2013-02-20 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones2.jpg,No description available,No description available,PUBLISH,"don jones, richard siddaway, , jeffery hicks",desconocido
Augmented Reality Revealed,1617290165,0.0,desconocido,No thumbnail available,No description available,No description available,MEAP,robert a. rice jr.,desconocido
Building Well-Structured Javascript Applications,1617290599,0.0,desconocido,No thumbnail available,No description available,No description available,MEAP,julio c. ody,desconocido
Linked Data,1617290394,0.0,2013-12-31 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dwood.jpg,No description available,No description available,PUBLISH,"david wood, marsha zaidman, luke ruth, with michael hausenblas",desconocido
"Mule In Action, Second Edition",1617290823,0.0,2014-02-20 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dossot2.jpg,No description available,No description available,PUBLISH,"david dossot, john d'emic, , victor romero",desconocido
Single Page Web Applications,1617290750,0.0,2013-09-19 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mikowski.jpg,No description available,No description available,PUBLISH,"michael s. mikowski, josh c. powell",desconocido
"The Art Of Unit Testing, Second Edition",1617290890,0.0,2013-11-25 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/osherove2.jpg,No description available,No description available,PUBLISH,roy osherove,desconocido
Play For Java,1617290904,0.0,2014-03-14 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/leroux.jpg,No description available,No description available,PUBLISH,"nicolas leroux, sietse de kaper",desconocido
Hello World! Second Edition,1617290920,0.0,2013-12-12 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sande2.jpg,No description available,No description available,PUBLISH,"warren sande, carter sande",desconocido
Dart In Action,1617290866,0.0,2012-12-31 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/buckett.jpg,No description available,No description available,PUBLISH,chris buckett,desconocido
Redis In Action,1617290858,0.0,2013-06-18 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/carlson.jpg,No description available,No description available,PUBLISH,josiah carlson,desconocido
Using The Ti-83 Plus/Ti-84 Plus,161729084X,0.0,2013-08-19 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mitchell2.jpg,No description available,No description available,PUBLISH,christopher r. mitchell,desconocido
Neo4J In Action,1617290769,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/partner.jpg,No description available,No description available,MEAP,"jonas partner, aleksa vukotic, , nicki watt",desconocido
Programming The Ti-83 Plus/Ti-84 Plus,1617290777,0.0,2012-09-14 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mitchell.jpg,No description available,No description available,PUBLISH,christopher r. mitchell,desconocido
Functional Programming In Scala,1617290653,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bjarnason.jpg,No description available,No description available,MEAP,"paul chiusano, rúnar bjarnason",desconocido
Play For Scala,1617290793,0.0,2013-10-03 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hilton.jpg,No description available,No description available,PUBLISH,"peter hilton, erik bakker, , francisco canedo",desconocido
Node.Js In Practice,1617290939,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/templier2.jpg,No description available,No description available,MEAP,"alex young, marc harter",desconocido
Sonarqube In Action,1617290955,0.0,2013-10-30 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/papapetrou.jpg,No description available,No description available,PUBLISH,"g. ann campbell, patroklos p. papapetrou",desconocido
Windows Store App Development: C# And Xaml,1617290947,0.0,2013-06-03 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pbrown3.jpg,No description available,No description available,PUBLISH,peter m. brown,desconocido
Learn Windows Iis In A Month Of Lunches,1617290971,0.0,2013-12-31 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/helmick.jpg,No description available,No description available,PUBLISH,jason c. helmick,desconocido
Mondrian In Action,161729098X,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/back.jpg,No description available,No description available,PUBLISH,"william back, nicholas goodman, , julian hyde",desconocido
Rabbitmq In Depth,1617291005,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/roy.jpg,No description available,No description available,MEAP,gavin m. roy,desconocido
Akka In Action,1617291013,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/roestenburg.jpg,No description available,No description available,MEAP,"raymond roestenburg, rob bakker, rob williams, steven haines",desconocido
Extending Jquery,161729103X,0.0,2013-08-12 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wood.jpg,No description available,No description available,PUBLISH,keith b. wood,desconocido
Oca Java Se 7 Programmer I Certification Guide,1617291048,0.0,2013-04-02 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/gupta.jpg,No description available,No description available,PUBLISH,mala gupta,desconocido
Kanban In Action,1617291056,0.0,2014-03-04 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hammarberg.jpg,No description available,No description available,PUBLISH,"marcus hammarberg, joakim sunden",desconocido
Solr In Action,1617291021,0.0,2014-03-25 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/grainger.jpg,No description available,No description available,PUBLISH,"trey grainger, timothy potter",desconocido
Making Sense Of Nosql,1617291072,0.0,2013-09-03 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mccreary.jpg,No description available,No description available,PUBLISH,"daniel g. mccreary, ann m. kelly",desconocido
Jaguar Development With Powerbuilder 7,1884777864,0.0,1999-08-09 07:00:00+00:00,No thumbnail available,No description available,No description available,PUBLISH,michael barlotta,desconocido
"Grails In Action, Second Edition",1617290963,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/gsmith2.jpg,No description available,No description available,MEAP,"glen smith, peter ledbrook",desconocido
Rails 4 In Action,1617291099,0.0,desconocido,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bigg2.jpg,No description available,No description available,MEAP,"ryan bigg, yehuda katz, and steve klabnik,",desconocido
"Learn Windows Powershell In A Month Of Lunches, Second Edition",1617291080,0.0,2012-11-12 08:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones3.jpg,No description available,No description available,PUBLISH,"don jones, jeffery d. hicks",desconocido
Aop In .Net,1617291145,0.0,2013-06-21 07:00:00+00:00,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/groves.jpg,No description available,No description available,PUBLISH,matthew d. groves,desconocido
